code,name,prev_shares,curr_shares,delta,status
3036,文曄,0,1200000,1200000,NEW
4966,譜瑞-KY,486000,1036000,550000,UP
8210,勤誠,1540000,1967000,427000,UP
6415,矽力*-KY,660000,940000,280000,UP
3017,奇鋐,4202000,4351000,149000,UP
6223,旺矽,2054000,2084000,30000,UP
6515,穎崴,422000,442000,20000,UP
3189,景碩,3744000,0,-3744000,OUT
1319,東陽,511000,511000,0,SAME
1590,亞德客-KY,530000,530000,0,SAME
1815,富喬,107000,107000,0,SAME
2002,中鋼,5163000,5163000,0,SAME
2303,聯電,46374000,46374000,0,SAME
2308,台達電,6572000,6572000,0,SAME
2313,華通,2624000,2624000,0,SAME
2317,鴻海,14177000,14177000,0,SAME
2327,國巨*,17221000,17221000,0,SAME
2330,台積電,11359000,11359000,0,SAME
2337,旺宏,8000,8000,0,SAME
2345,智邦,6231000,6231000,0,SAME
2357,華碩,1996000,1996000,0,SAME
2368,金像電,8260000,8260000,0,SAME
2383,台光電,4605000,4605000,0,SAME
2404,漢唐,1394000,1394000,0,SAME
2439,美律,18000,18000,0,SAME
2449,京元電子,12919000,12919000,0,SAME
2454,聯發科,4463000,4463000,0,SAME
2481,強茂,3654000,3654000,0,SAME
3037,欣興,10387000,10387000,0,SAME
3217,優群,874000,874000,0,SAME
3264,欣銓,9030000,9030000,0,SAME
3376,新日興,1741000,1741000,0,SAME
3443,創意,764000,764000,0,SAME
3653,健策,2267000,2267000,0,SAME
3661,世芯-KY,296000,296000,0,SAME
3665,貿聯-KY,4703848,4703848,0,SAME
3711,日月光投控,13833000,13833000,0,SAME
5274,信驊,483000,483000,0,SAME
5347,世界,1000,1000,0,SAME
5439,高技,3228000,3228000,0,SAME
6147,頎邦,1000,1000,0,SAME
6187,萬潤,1224000,1224000,0,SAME
6191,精成科,3988000,3988000,0,SAME
6274,台燿,4151000,4151000,0,SAME
6510,精測,930000,930000,0,SAME
6669,緯穎,2047000,2047000,0,SAME
6805,富世達,1761000,1761000,0,SAME
8046,南電,12658000,12658000,0,SAME
8150,南茂,11334000,11334000,0,SAME
8358,金居,1980000,1980000,0,SAME
8996,高力,1034000,1034000,0,SAME
